feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25
49.37,49.76,31.38,35.19,65.49,61.29,72.62,84.84,48.24,61.08,39.14,60.56,36.75,66.88,67.46,71.6,49.42,47.87,68.84,64.22,75.95,49.65,57.95,116.57,62.23
63.26,42.34,74.52,58.16,65.91,53.76,62.36,36.64,66.64,68.34,40.89,80.82,71.64,55.08,93.86,14.59,38.79,58.64,63.19,72.53,79.24,68.16,89.93,35.57,95.59
53.67,42.9,57.48,84.14,42.92,64.3,46.91,41.84,59.11,56.6,38.34,80.16,72.99,76.94,80.07,60.79,69.46,100.0,83.16,57.74,74.7,57.44,56.29,75.28,73.84
54.54,49.51,43.01,31.92,54.01,55.17,53.21,69.97,72.67,53.54,76.65,68.88,55.83,38.4,56.12,82.55,73.2,46.41,105.88,42.45,66.22,64.07,63.18,69.19,91.53
46.68,56.04,59.15,53.61,51.24,37.14,38.06,61.7,61.63,90.13,37.52,70.14,38.33,56.9,41.53,46.93,73.75,79.15,74.86,38.99,69.83,94.28,74.55,61.88,77.9
45.88,62.05,22.69,61.69,42.43,56.98,55.54,76.39,53.89,37.91,65.25,68.76,63.13,33.89,35.56,78.9,94.35,75.47,58.94,39.26,59.65,81.98,102.55,58.65,74.25
46.46,43.17,53.04,55.48,59.5,69.64,72.01,57.78,90.15,71.01,56.88,29.78,62.87,52.04,88.03,86.8,34.93,67.54,65.3,83.38,77.42,93.15,77.14,73.85,82.87
55.14,68.42,56.77,52.64,48.28,55.62,66.25,45.85,57.64,51.38,59.41,63.89,44.49,74.91,48.29,6.46,82.9,77.87,118.13,20.19,66.47,38.39,84.36,69.04,102.31
46.58,49.02,63.63,38.41,63.19,66.08,75.93,55.01,75.86,54.96,82.14,44.14,39.05,72.59,59.3,63.28,46.71,45.96,71.63,56.67,74.7,73.22,66.6,65.38,80.31
54.04,51.76,41.34,56.79,41.62,42.41,52.91,36.54,53.18,55.24,54.2,64.74,61.56,64.87,88.12,14.24,82.83,99.47,57.41,54.69,91.52,92.3,71.31,45.43,85.77
72.79,43.78,53.99,44.92,76.49,55.66,75.17,42.2,69.29,47.95,70.48,43.71,59.15,66.9,36.76,63.87,58.21,104.57,46.67,64.36,56.46,103.63,71.95,38.4,66.71
60.15,25.33,42.36,27.72,43.8,47.88,54.39,71.61,72.46,68.57,61.58,43.04,56.12,31.94,91.11,65.87,51.94,68.89,33.39,32.87,83.23,39.49,79.31,67.65,110.34
47.58,61.72,55.94,68.34,57.74,65.71,76.87,70.22,62.02,80.86,58.64,87.68,61.62,57.67,60.56,21.31,55.72,114.04,76.09,78.08,71.68,64.62,66.64,65.15,89.41
63.61,60.11,42.7,65.5,64.9,56.41,56.7,63.08,24.86,67.05,96.65,79.11,44.8,52.42,44.9,100.65,40.26,60.42,81.77,44.54,112.43,93.72,101.81,69.67,76.75
46.72,48.91,48.31,54.62,47.87,64.97,66.55,33.9,59.26,61.55,38.66,61.93,55.83,52.8,60.67,71.15,67.75,75.61,61.26,92.65,66.57,67.96,64.98,71.61,72.24
29.6,52.74,41.55,56.75,65.66,70.14,76.91,52.98,76.84,45.2,80.98,64.96,71.8,74.19,52.35,50.72,52.71,95.21,68.71,57.56,85.25,52.88,36.29,62.5,97.0
40.42,57.68,60.49,66.89,39.64,64.99,54.39,40.85,66.65,67.75,71.17,58.03,57.23,49.37,72.71,92.38,81.55,59.28,46.18,68.09,71.31,39.45,131.97,69.33,61.36
31.36,34.81,62.87,56.69,73.15,59.55,59.95,74.47,65.46,92.35,53.57,71.12,35.41,53.72,53.66,33.68,78.84,41.75,71.59,70.08,42.54,52.08,65.96,55.22,34.89
47.31,46.18,50.3,64.85,55.18,43.02,74.4,49.83,34.03,54.29,86.25,51.18,55.2,28.52,31.55,43.87,98.23,37.38,78.39,74.88,60.33,36.53,101.23,107.53,76.63
51.19,60.74,53.44,50.43,47.54,55.96,55.2,42.8,48.55,54.36,32.35,77.9,45.34,59.0,61.14,24.61,73.78,107.16,58.56,70.74,89.05,73.23,103.2,56.41,101.78
68.6,38.2,36.34,69.74,51.26,49.07,39.17,58.42,64.96,51.58,52.91,57.95,67.41,45.51,41.26,98.42,76.63,57.95,101.96,61.46,62.13,90.82,93.32,65.84,110.8
54.43,55.23,49.55,57.85,65.11,51.53,85.93,49.04,64.95,52.66,42.27,55.28,68.26,65.35,68.58,71.98,92.9,64.47,52.68,76.86,25.48,45.52,68.74,58.08,72.59
48.7,37.08,52.42,56.33,47.69,51.13,50.66,78.77,76.61,18.82,67.39,62.35,35.63,47.83,44.23,77.87,55.39,46.86,74.53,79.32,70.36,77.41,79.16,57.71,75.98
59.71,57.13,83.14,38.76,45.63,43.26,59.14,47.71,56.9,66.08,43.75,52.54,75.52,65.78,56.46,71.42,39.47,86.02,85.54,54.7,48.61,89.75,45.6,74.54,86.69
27.78,51.61,40.21,57.44,52.23,30.55,72.61,38.41,64.88,47.32,67.71,67.26,44.65,61.54,68.2,76.33,70.7,53.15,67.49,78.53,73.7,71.94,115.79,71.75,69.05
53.47,34.23,69.84,44.02,40.29,47.31,48.79,27.86,59.24,35.85,58.11,53.4,88.73,92.42,61.28,67.41,40.68,58.67,65.32,93.83,102.8,38.18,54.69,63.89,86.62
59.09,64.81,64.46,46.34,77.76,58.51,43.39,57.57,44.69,71.3,53.57,69.5,62.2,72.45,69.38,70.88,112.4,73.69,41.14,84.12,86.77,80.11,67.54,67.76,73.08
35.47,43.92,56.23,44.22,47.92,38.47,60.43,50.13,26.29,43.77,67.02,81.46,42.43,32.73,76.91,67.94,93.93,47.78,95.47,88.65,102.5,70.85,75.13,58.16,97.76
63.01,43.09,73.22,41.21,65.4,56.2,32.79,38.0,65.25,54.92,56.84,50.49,44.16,42.5,44.74,55.05,107.03,64.61,65.69,73.44,59.49,68.71,70.69,82.84,91.27
54.55,54.21,57.28,79.5,57.62,80.7,53.11,74.65,61.52,82.0,44.13,59.91,68.74,64.94,63.87,65.16,68.16,94.64,79.48,51.28,68.07,60.52,58.88,119.21,93.23
46.64,64.64,57.48,69.98,42.69,69.3,60.31,67.34,50.04,38.86,104.42,69.38,56.54,48.19,6.73,70.92,77.19,76.14,82.12,53.81,49.59,73.82,102.98,54.75,70.38
57.64,40.83,52.39,77.04,54.93,77.37,53.36,57.6,35.52,37.01,53.45,55.03,61.41,13.54,69.33,67.99,58.5,70.48,56.75,76.4,56.98,82.71,93.43,82.67,118.33
74.84,52.68,67.07,39.33,64.8,61.08,36.16,77.1,68.13,64.04,26.63,69.43,89.61,86.94,59.74,39.4,83.33,72.08,65.15,88.86,52.0,122.2,79.92,74.99,85.89
52.91,56.72,65.61,54.86,52.65,71.18,78.52,67.28,55.14,77.24,47.95,70.89,51.46,76.24,47.79,41.79,44.51,60.61,95.02,125.72,44.21,74.36,64.41,88.71,80.56
53.61,59.62,45.8,38.48,69.91,46.59,58.4,46.48,67.07,36.38,41.36,79.33,63.99,72.86,70.53,85.49,19.95,105.93,47.21,89.64,99.0,103.73,95.88,89.33,57.88
46.18,53.94,37.83,45.65,67.77,47.62,76.32,43.45,86.03,66.12,73.81,52.3,86.43,53.68,85.52,60.47,52.37,52.57,110.49,46.59,28.11,79.51,63.01,78.52,72.82
42.08,47.96,50.67,42.98,66.49,20.39,53.49,69.45,27.95,68.71,65.99,46.92,67.46,71.27,56.67,76.53,40.07,72.01,54.47,54.65,99.09,69.91,106.76,73.12,77.57
59.72,42.9,43.8,68.88,49.25,71.42,45.12,63.55,48.86,29.11,67.18,57.08,36.49,52.03,48.47,46.34,94.34,70.19,46.0,115.57,96.54,75.12,75.39,64.44,57.28
42.01,52.95,52.27,49.25,41.5,76.02,60.63,60.38,55.96,71.98,55.26,46.52,71.34,67.48,67.89,39.48,100.59,87.17,71.58,65.71,81.25,46.34,99.44,57.17,68.42
51.75,40.21,67.23,66.82,47.33,48.81,54.09,46.15,80.09,73.15,56.67,71.03,43.81,48.35,41.63,50.82,41.05,88.96,112.06,70.95,48.15,78.42,70.55,71.87,71.27
45.98,19.87,47.74,61.25,57.45,52.7,41.1,66.51,35.27,55.32,55.25,43.41,86.21,89.78,53.44,61.99,90.9,67.39,31.74,50.79,38.57,30.17,74.54,45.74,76.26
56.03,56.8,52.51,81.64,61.82,46.2,76.84,47.42,87.07,78.79,59.74,99.33,49.42,37.31,86.39,54.03,84.6,73.52,66.25,101.3,59.76,53.88,99.35,60.94,35.34
54.5,61.94,53.67,36.25,27.86,60.97,48.6,56.57,60.97,77.05,73.95,82.73,112.0,84.95,66.09,89.29,37.96,74.24,78.29,80.01,83.81,74.31,120.17,98.35,71.96
61.89,26.01,62.76,69.11,54.9,70.62,32.16,78.26,57.61,61.55,66.21,62.2,87.21,64.66,32.11,69.23,59.78,24.83,69.66,54.51,71.06,97.07,106.55,76.17,66.51
45.64,40.89,27.16,67.76,56.98,33.34,74.93,48.75,56.13,53.23,68.75,75.88,49.86,55.68,33.55,99.28,56.27,37.81,76.45,50.12,49.61,102.04,91.86,93.64,74.53
48.17,58.81,46.02,42.32,51.53,61.32,50.19,35.98,52.67,45.41,68.74,35.81,63.33,66.84,67.84,73.28,80.84,56.5,55.0,76.14,94.54,67.03,85.67,106.33,98.29
40.72,74.63,55.43,66.09,71.14,52.4,48.79,43.26,74.2,59.44,74.71,102.37,75.44,76.47,80.09,22.57,44.27,57.33,57.31,70.88,105.53,75.27,62.1,70.11,121.18
46.33,52.23,66.8,58.03,60.27,57.47,33.17,71.92,43.51,68.55,65.47,52.56,75.93,87.23,36.69,85.01,65.17,45.21,66.11,86.64,66.35,92.67,79.35,78.56,90.26
54.96,43.99,47.34,51.27,71.38,61.97,80.5,61.57,64.01,55.14,66.56,60.07,70.3,69.32,72.87,38.83,54.31,82.24,46.97,80.94,73.24,44.08,53.37,67.36,47.23
58.95,49.99,31.42,44.11,52.3,53.55,39.59,56.2,53.43,27.04,79.43,32.31,83.66,48.86,88.28,70.15,75.76,68.04,68.13,64.71,40.07,80.5,81.08,56.12,67.23
41.32,67.12,60.13,45.37,66.72,54.65,57.79,50.87,47.95,79.03,50.69,69.78,60.97,64.95,98.04,52.06,62.99,63.92,61.42,59.12,62.51,54.61,82.46,53.03,88.41
60.13,44.89,45.69,78.6,75.44,53.22,69.32,64.8,96.5,62.85,47.74,44.3,56.95,94.89,70.8,104.57,57.1,44.13,59.83,66.8,81.46,68.39,30.84,92.55,85.87
65.23,43.21,39.32,54.01,71.4,68.61,62.69,46.11,65.08,54.31,42.62,63.63,57.28,86.91,73.87,91.91,63.05,67.15,75.25,58.99,78.27,62.36,73.83,78.59,97.21
55.34,46.69,45.82,63.39,41.35,61.44,56.19,62.28,67.89,72.86,63.84,53.29,77.16,79.45,27.67,52.65,104.67,18.09,33.5,67.4,60.59,81.14,81.92,114.63,72.81
70.71,41.51,50.88,44.51,51.83,58.87,34.03,47.76,75.5,82.87,32.27,44.76,69.03,77.53,101.75,63.71,59.29,64.9,64.53,70.33,65.38,83.56,71.2,95.39,66.82
42.88,53.35,46.05,44.64,50.69,39.48,46.07,45.43,38.39,17.97,68.16,49.13,67.81,75.89,54.93,70.4,47.74,69.2,114.19,52.04,61.83,90.71,80.7,57.91,114.43
37.93,69.87,27.64,66.98,61.12,51.08,59.54,49.08,84.41,66.51,59.31,65.61,76.12,83.7,48.66,81.54,77.79,72.6,47.82,82.61,65.29,79.31,44.15,92.49,76.32
32.32,55.55,63.32,37.81,63.58,67.68,46.37,52.74,22.62,38.6,78.59,41.5,29.16,56.24,60.53,66.52,64.34,38.28,94.07,62.59,79.68,75.6,56.32,67.29,52.12
66.71,49.22,67.66,49.02,44.51,56.49,59.75,57.32,47.85,67.49,50.59,50.02,68.12,40.96,91.45,47.55,40.82,72.27,70.07,53.16,30.67,110.93,95.25,100.77,108.19
57.87,48.79,60.49,54.41,55.85,64.57,66.2,61.3,52.34,61.92,57.85,72.61,66.61,65.17,103.64,53.08,108.28,48.21,57.24,62.97,69.48,39.99,73.01,63.3,41.34
50.42,34.8,39.92,55.34,29.75,78.96,69.99,6.36,67.43,69.54,78.39,103.64,90.54,50.1,67.19,65.92,60.48,52.56,43.25,74.85,78.17,107.61,80.31,50.85,-3.64
53.94,61.71,50.68,51.85,73.02,69.5,40.45,46.69,62.17,52.51,82.44,69.64,37.78,46.06,82.47,88.22,60.01,81.64,71.72,71.66,59.31,65.91,61.25,56.49,92.31
39.18,51.14,52.93,58.75,48.6,57.21,86.65,52.52,56.58,31.9,50.46,47.32,88.69,51.76,65.76,73.7,69.96,106.27,97.34,78.44,61.17,83.99,73.42,57.62,95.49
76.68,50.01,59.89,62.31,55.7,49.36,67.36,79.07,58.83,53.24,63.82,56.13,64.24,106.25,46.84,52.08,99.01,68.98,61.41,87.97,61.77,65.16,23.51,55.51,84.32
52.36,87.12,60.69,62.82,51.13,22.8,56.98,42.88,44.82,66.1,65.56,62.51,71.07,66.31,90.84,77.67,35.92,52.48,67.42,96.1,61.18,57.25,91.19,61.4,45.69
52.15,55.29,44.56,42.17,69.33,53.81,71.71,60.28,37.29,75.23,66.79,56.41,90.65,70.15,54.11,59.03,72.11,71.58,88.7,75.71,71.12,82.18,111.87,92.85,73.68
58.62,43.73,53.94,50.59,19.53,51.76,88.93,78.93,69.53,42.42,56.93,76.45,72.25,43.22,91.87,82.03,105.61,85.84,75.65,48.61,73.64,93.88,50.1,113.51,68.74
56.05,47.31,58.26,68.34,54.79,61.07,37.58,39.62,69.06,75.41,80.86,65.48,69.61,32.66,87.72,111.49,69.38,79.8,38.34,64.62,27.94,81.93,52.78,44.74,62.91
53.35,64.63,69.74,64.74,53.68,54.0,53.96,63.52,81.98,50.28,31.71,76.53,67.0,50.08,75.75,59.54,44.15,120.12,70.93,49.91,84.38,60.62,82.48,101.8,106.77
42.7,53.25,61.1,37.53,49.33,51.83,24.89,46.77,47.54,65.44,54.47,56.97,55.02,88.45,97.01,80.43,55.56,54.41,98.49,103.94,65.06,147.84,104.69,63.49,51.45
55.95,36.18,62.07,58.22,76.58,32.87,59.6,50.94,69.05,52.35,67.94,83.21,62.53,69.68,104.07,52.58,70.83,72.79,68.28,109.75,110.63,97.17,72.95,81.65,82.11
70.76,62.11,53.96,30.26,43.91,43.78,61.93,46.76,54.89,62.73,68.09,59.34,51.19,74.18,61.93,63.98,91.62,97.43,15.54,83.01,46.57,91.6,46.57,37.61,101.87
65.13,44.65,69.22,54.56,64.65,62.2,56.47,47.75,76.26,73.38,81.97,46.46,62.26,76.56,50.85,66.53,60.72,96.24,76.57,87.17,53.22,64.59,68.51,85.53,83.58
67.73,72.61,57.71,76.77,59.45,78.31,48.16,96.11,73.82,41.59,79.57,96.84,24.46,53.95,32.38,62.51,82.29,30.95,65.13,75.02,66.84,58.87,50.86,29.88,102.93
45.63,63.88,43.1,42.63,70.77,54.73,29.33,69.82,62.06,49.8,56.57,32.8,70.08,87.6,104.28,110.33,40.45,67.94,33.33,77.32,79.47,66.12,58.62,80.91,87.68
40.61,47.08,69.14,43.99,46.66,60.26,62.04,73.42,54.08,62.77,81.15,50.18,60.99,53.24,57.31,60.48,40.29,96.21,36.26,38.05,31.01,94.71,66.46,79.66,84.66
49.68,66.09,61.03,63.17,45.84,68.38,76.65,64.89,72.93,96.02,49.93,51.97,57.45,87.91,84.86,76.56,58.07,122.92,88.01,68.52,54.0,51.2,53.02,78.2,83.25
51.59,52.75,47.9,35.49,68.7,45.46,49.02,35.51,68.38,47.05,75.43,102.13,66.63,71.52,52.03,31.26,93.6,81.37,54.72,52.38,83.12,49.57,56.28,57.83,88.8
62.49,61.38,47.49,46.41,60.32,60.77,62.94,63.53,49.08,90.6,89.06,90.91,39.35,33.59,91.92,73.78,68.27,61.01,51.3,75.63,51.56,83.33,74.6,86.09,66.33
33.23,57.33,56.41,61.16,35.69,46.37,35.83,73.02,39.75,90.07,79.83,85.9,94.83,51.28,52.75,86.56,72.36,48.83,68.31,68.81,99.09,78.7,77.62,82.6,45.71
67.06,42.69,58.33,46.39,48.26,67.24,63.17,46.05,54.82,58.54,62.64,56.71,61.3,33.66,44.14,56.5,72.14,110.16,56.44,108.94,61.7,55.82,42.38,69.38,96.47
49.34,44.92,55.27,51.17,59.83,57.97,51.69,71.51,80.97,55.53,55.86,100.82,60.59,83.78,61.35,20.82,87.52,81.85,70.95,88.33,52.56,49.08,81.52,88.78,101.14
46.52,63.33,56.58,62.93,65.47,59.88,46.71,67.86,75.62,49.62,37.31,67.89,47.07,63.58,55.69,65.3,55.71,51.89,65.05,75.69,83.51,102.2,64.79,71.9,80.67
40.37,48.32,72.55,59.06,46.51,45.83,46.74,83.93,42.87,58.98,65.81,77.64,63.4,26.12,75.44,66.31,79.73,64.14,45.6,64.66,103.96,79.5,88.49,85.63,62.66
33.62,47.56,65.32,57.2,18.57,65.19,51.69,52.15,42.07,38.9,43.71,64.88,85.88,70.39,64.1,79.03,51.63,73.89,59.03,103.52,79.54,43.37,89.78,71.23,39.95
59.64,41.49,55.19,49.93,61.54,83.1,62.16,42.63,77.48,58.86,48.71,61.21,80.09,54.87,75.98,102.2,103.69,78.33,77.63,69.4,96.84,44.83,61.29,78.77,76.93
51.77,56.66,63.83,58.44,39.75,42.9,39.29,52.94,42.53,82.45,42.54,57.97,77.1,38.78,59.91,59.16,52.19,50.91,69.82,76.63,105.37,64.41,86.2,86.64,44.65
37.46,74.69,41.13,52.52,29.78,51.58,51.64,78.1,66.38,50.83,53.86,58.65,72.02,92.53,53.36,50.59,50.68,56.33,67.4,70.84,52.1,87.39,55.01,65.25,41.5
37.4,40.26,57.58,59.49,19.6,59.01,56.44,32.4,50.07,56.39,60.57,71.74,57.08,65.82,54.79,45.0,77.17,36.59,106.78,61.92,90.24,84.5,101.46,46.86,74.53
47.47,52.27,73.81,48.04,65.17,66.22,42.16,29.04,82.45,34.48,65.24,67.88,39.07,59.01,100.79,69.57,68.48,87.76,83.26,70.73,39.77,95.77,55.82,80.07,57.82
68.52,67.53,50.49,51.81,56.61,48.73,81.25,59.25,47.83,65.61,51.69,61.5,59.68,57.21,68.94,74.63,73.05,61.51,85.62,30.76,79.71,40.7,80.58,100.17,82.77
48.27,51.12,43.25,42.12,52.18,19.17,45.48,51.8,75.58,63.97,77.57,86.15,59.11,38.27,30.28,56.18,71.21,76.86,65.76,39.05,69.54,76.7,68.97,80.58,71.42
35.22,56.98,45.5,53.58,72.36,73.67,47.96,58.11,61.68,60.96,57.77,14.53,80.31,41.82,55.9,80.02,46.83,95.02,73.29,76.99,96.48,101.94,51.14,81.0,61.35
48.42,40.31,40.47,44.27,62.97,65.89,43.79,71.23,62.66,56.75,48.79,70.16,68.1,85.84,66.7,74.38,96.85,72.18,60.59,101.36,95.03,99.99,92.37,73.07,36.64
48.14,56.71,43.98,40.63,75.2,33.34,81.28,50.26,30.43,55.61,64.51,73.48,89.6,55.94,97.29,66.78,83.53,65.85,84.16,76.96,82.68,79.54,59.8,90.26,55.81
22.68,49.94,48.74,57.1,37.59,48.1,64.46,31.78,27.06,67.53,91.44,80.35,82.76,64.38,83.0,49.76,92.14,71.68,66.85,55.59,77.12,121.31,36.45,69.91,56.64
50.43,62.84,36.84,56.55,54.57,76.39,44.36,86.62,55.8,59.57,66.19,60.96,55.47,29.25,48.87,57.33,57.23,69.2,73.34,41.14,81.42,84.79,11.04,64.01,47.43
48.58,65.06,53.18,63.39,34.79,74.82,71.93,44.04,62.58,64.72,55.38,65.33,33.38,41.59,107.32,22.26,74.71,91.68,72.13,85.69,72.27,93.9,54.19,98.32,67.6
58.31,80.49,63.38,48.83,52.13,68.2,59.71,43.17,42.68,63.22,37.32,77.78,85.86,74.37,64.45,70.24,70.65,73.91,68.65,58.66,69.75,72.93,102.58,62.33,49.19
70.41,58.38,42.56,58.9,51.89,53.71,60.47,73.45,43.21,76.85,57.6,85.86,85.43,70.42,86.81,66.47,87.87,57.66,126.29,82.86,100.57,55.6,100.04,93.57,71.32
62.83,55.58,70.47,60.61,62.83,57.08,52.35,52.62,67.14,70.15,64.64,57.19,40.46,93.81,44.79,69.39,88.46,87.91,56.0,77.8,103.04,53.62,57.55,98.33,80.41
48.18,54.14,58.87,59.34,55.57,54.3,46.88,57.11,67.16,62.89,54.99,66.27,87.9,86.83,23.03,75.08,70.57,91.38,55.82,79.57,68.1,75.81,64.95,86.47,56.41
39.38,48.12,64.85,44.09,62.79,70.67,61.56,64.76,57.0,82.78,35.19,88.86,69.3,60.08,40.35,72.94,38.92,42.57,82.53,70.67,75.87,67.56,63.0,46.52,84.57
78.02,55.72,45.43,55.79,63.79,44.61,49.64,73.17,70.31,66.3,47.82,28.02,65.65,72.04,8.12,64.01,99.92,97.12,57.39,77.67,72.67,34.86,44.33,74.6,44.37
51.62,48.75,62.83,58.37,81.94,45.52,81.53,53.33,41.97,79.57,83.55,50.96,89.64,58.62,101.96,66.88,77.29,74.93,63.32,67.61,37.96,50.46,52.6,69.56,49.98
51.15,53.85,40.44,54.09,51.06,69.13,39.86,79.28,53.84,69.1,83.23,85.45,85.19,98.93,68.75,40.72,55.74,73.38,47.81,57.29,64.1,65.31,94.09,63.09,72.45
50.75,66.49,63.24,28.96,43.24,55.42,77.74,28.1,82.89,32.37,47.26,79.48,73.75,83.53,48.82,55.49,74.52,87.13,78.59,50.73,103.79,87.27,83.83,77.14,90.46
53.08,40.93,54.98,55.93,58.08,73.92,55.5,68.64,59.99,79.57,71.43,70.36,70.81,66.88,72.92,66.91,39.04,57.23,78.83,22.3,55.63,71.66,78.87,90.92,94.52
49.48,64.54,59.36,80.55,44.97,47.27,61.04,46.25,60.83,62.03,42.73,54.82,73.17,67.41,68.31,52.75,86.52,86.13,62.85,66.38,114.35,70.49,44.29,63.91,111.28
44.98,66.49,39.48,49.68,73.52,55.29,68.25,77.21,92.44,59.22,82.77,47.89,56.4,88.56,75.87,81.48,39.78,60.84,82.94,100.39,95.03,51.27,75.17,70.23,66.53
45.26,50.7,42.71,45.26,51.46,44.01,48.49,59.99,38.71,64.22,64.8,52.54,62.09,73.85,86.17,54.14,62.91,39.98,32.77,84.6,79.23,72.49,23.47,68.7,72.13
50.66,28.66,59.87,58.48,47.93,56.1,68.67,48.58,70.55,54.83,75.72,86.77,48.11,90.5,59.93,69.89,71.52,49.04,55.22,74.55,82.5,99.7,91.12,99.61,51.76
45.29,45.31,42.09,57.75,49.11,36.78,20.45,67.28,83.13,63.41,34.42,51.94,57.5,26.71,49.6,68.1,86.22,78.77,65.69,55.32,52.2,75.27,78.56,68.34,46.79
43.52,66.27,58.33,68.31,63.98,49.66,47.28,70.5,54.29,51.12,71.5,63.62,56.95,71.84,79.49,79.43,68.97,50.04,46.14,89.95,65.56,40.35,44.08,46.84,80.14
52.12,51.75,37.28,38.91,53.03,37.33,44.53,66.99,71.46,79.11,60.88,49.94,52.52,55.24,79.04,82.21,78.75,98.59,34.9,67.61,100.55,45.72,107.75,39.38,57.54
48.32,41.01,62.75,62.78,46.98,65.02,40.08,43.58,44.76,58.3,74.2,75.48,65.26,93.86,66.76,78.49,66.48,90.6,63.0,101.5,58.4,84.36,34.38,81.98,102.73
66.79,46.45,38.83,61.09,75.82,65.32,54.1,51.22,49.04,54.26,75.18,53.38,57.65,90.29,103.11,28.09,66.4,93.34,82.53,50.38,92.75,67.29,84.4,57.27,42.1
23.16,61.25,59.35,52.29,44.3,33.51,62.21,57.94,64.58,46.13,62.02,60.44,71.29,64.56,57.34,87.49,68.58,70.37,94.0,55.0,42.77,70.43,84.94,88.71,85.94
62.46,58.01,60.19,58.06,55.44,73.34,66.49,57.42,70.58,64.03,51.69,35.07,36.23,90.11,49.25,93.49,63.5,72.9,58.33,53.05,46.44,59.13,46.35,44.71,52.37
64.08,49.37,44.99,66.35,63.15,88.47,60.25,68.5,75.25,62.81,73.09,36.19,61.13,94.31,72.32,57.32,35.8,45.32,83.3,40.36,109.98,82.57,72.19,62.14,56.54
29.23,47.96,59.69,64.47,34.61,56.6,48.01,29.79,81.76,65.83,60.07,62.12,65.17,65.26,53.19,70.26,52.79,86.92,81.41,51.26,70.76,65.68,37.81,44.73,87.13
47.4,47.69,56.0,40.28,61.0,47.67,61.98,62.68,58.02,44.59,47.47,40.8,57.87,106.02,73.67,49.97,71.53,75.22,92.76,72.06,59.96,68.08,11.8,83.56,59.79
47.1,41.85,46.8,63.84,41.81,92.72,58.68,53.94,76.31,35.98,46.74,95.68,60.16,63.47,50.42,30.93,62.39,78.78,62.17,55.76,98.94,54.12,50.04,88.27,63.39
36.22,69.77,41.4,53.22,65.28,38.85,69.64,46.26,54.04,69.38,38.1,29.02,36.84,60.35,58.0,52.7,64.12,100.08,33.93,-7.13,96.54,91.36,59.74,81.45,56.73
42.83,48.45,30.43,54.87,42.97,56.26,67.49,47.61,72.08,82.27,53.09,49.2,68.88,78.72,98.09,56.28,61.02,56.49,70.37,91.49,89.88,67.36,86.85,50.11,115.16
39.34,65.39,57.02,54.88,63.66,58.34,57.41,55.0,62.01,44.6,78.09,62.27,73.69,57.99,57.9,59.61,51.02,65.6,49.23,36.32,59.32,84.77,74.45,57.59,61.11
69.4,68.73,35.0,52.2,68.82,73.49,44.89,7.58,65.46,83.84,63.76,56.16,71.14,65.45,51.02,48.74,57.88,74.21,54.89,81.78,65.12,46.93,75.01,79.15,76.16
60.82,62.98,54.1,68.3,65.77,60.68,48.19,48.18,65.14,64.26,52.79,44.33,80.14,87.96,85.49,52.8,61.32,50.23,63.13,70.62,77.39,108.41,51.19,36.87,70.46
64.35,47.25,49.97,53.0,58.14,49.52,49.58,45.74,35.73,59.89,73.48,46.67,66.33,64.33,46.61,65.8,67.1,64.44,62.39,112.35,85.24,98.82,61.6,68.7,79.98
58.58,56.44,60.81,40.57,52.11,43.63,52.74,65.46,42.7,54.04,48.1,46.15,70.9,35.18,52.87,52.14,74.28,77.37,71.76,89.94,60.58,31.89,53.01,107.37,61.17
39.14,51.73,49.53,49.28,47.79,51.56,60.62,46.72,60.49,39.23,62.48,57.41,65.58,70.24,75.09,75.78,63.66,61.82,82.71,59.91,74.5,55.16,46.66,70.04,70.48
45.49,42.06,49.21,56.14,73.39,42.91,66.65,54.99,34.53,74.82,58.22,93.23,74.34,52.16,81.42,78.27,47.95,92.87,61.83,55.96,76.48,82.03,60.24,41.25,83.86
56.14,55.57,61.42,68.75,46.26,56.62,56.31,79.59,71.05,48.37,73.08,63.25,36.98,78.71,86.36,108.85,41.14,39.29,76.72,100.05,97.38,44.29,74.6,60.64,55.58
38.17,39.03,56.85,61.24,42.04,48.67,57.22,71.92,71.64,48.3,36.55,80.93,48.26,75.84,51.92,86.26,115.05,89.33,69.29,40.48,86.47,69.24,60.69,60.12,99.51
58.49,65.06,56.64,43.79,63.32,36.58,58.93,70.63,63.74,74.88,47.82,70.11,89.18,89.01,75.43,70.38,46.1,80.56,87.24,73.82,40.11,80.96,66.04,121.09,101.67
48.48,46.89,58.4,83.82,45.05,72.32,50.04,51.0,42.74,31.76,35.61,79.82,22.4,79.43,56.84,54.84,57.41,57.19,65.32,67.38,66.62,68.12,87.94,110.64,88.65
47.06,54.21,35.34,57.18,43.12,49.53,44.51,65.6,79.01,37.15,56.98,17.2,60.69,82.53,54.4,71.29,76.56,50.44,67.46,63.14,51.96,83.32,62.23,90.08,76.57
58.47,55.12,61.7,69.3,36.95,39.51,33.3,54.73,88.54,59.73,79.78,57.13,82.34,52.63,86.06,71.88,73.68,28.47,61.7,77.07,82.65,57.44,44.32,66.45,7.71
